#TimeSinceProgStart(s)	Ranger 5000 Load Cell Amplifier
14.072917	16.41
14.152180	16.29
14.248642	16.55
14.328350	16.49
14.424075	16.49
14.519813	16.54
14.600790	16.51
14.680279	16.47
14.775787	16.51
14.871701	16.49
14.967873	16.49
15.047824	16.54
15.143430	16.59
15.223489	16.64
15.319396	16.56
15.415278	16.56
15.495300	16.51
15.591356	16.61
15.671298	16.66
15.767067	16.54
15.847129	16.59
15.943268	16.74
16.023185	16.61
16.118855	16.55
16.214985	16.66
16.295056	16.65
16.374835	16.73
16.471156	16.63
16.567123	16.7
16.646982	16.69
16.742553	16.65
16.822770	16.7
16.918517	16.77
17.014494	16.59
17.094382	16.61
17.190331	16.63
17.270225	16.59
17.366268	16.64
17.446358	16.8
17.542333	16.81
17.638154	16.62
17.718108	16.67
17.814225	16.53
17.894311	16.59
17.989934	16.7
18.070058	16.58
18.165686	16.56
18.245950	16.5
18.341516	16.35
18.422240	16.3
18.517709	16.26
18.597694	16.53
18.693792	16.51
18.773688	16.33
18.869708	16.31
18.965709	16.57
19.045529	16.52
19.141295	16.52
19.221339	16.52
19.317075	16.35
19.397156	16.47
19.493258	16.54
19.589101	16.42
19.669038	16.48
19.765169	16.53
19.844887	16.5
19.924709	16.49
19.989030	16.36
20.084927	16.36
20.164974	16.35
20.245089	16.35
20.340816	16.44
20.436678	16.36
20.516687	16.23
20.612678	16.38
20.692689	16.37
20.788677	16.33
20.868510	16.37
20.964577	16.2
21.060355	16.39
21.156428	16.14
21.236390	16.17
21.332314	16.27
21.412285	16.29
21.508323	16.22
21.588284	16.23
21.684463	16.25
21.764132	16.39
21.860202	16.37
21.956002	16.32
22.036068	16.37
22.131806	16.17
22.211888	16.07
22.307782	16.34
22.387820	16.3
22.483732	16.31
22.563931	16.3
22.659480	16.48
22.739634	16.45
22.835748	16.35
22.931616	16.25
23.011452	16.4
23.107411	16.1
23.187432	16.17
23.283499	16.11
23.363569	16.08
23.459501	16.02
23.555307	16.05
23.635178	16.06
23.731263	15.99
23.811063	16.01
23.906964	16.08
24.002954	15.96
24.082901	15.89
24.178996	16.07
24.259018	16.22
24.354861	16.16
24.450578	16.16
24.530599	16.08
24.610575	15.67
24.706529	6.86
24.786580	3.52
24.882532	3.83
24.978520	3.98
25.058465	4
25.154512	4.12
25.234418	4.23
25.330257	4.28
25.410153	4.35
25.506140	4.29
25.602217	4.35
25.682164	4.39
25.778044	4.36
25.873979	4.45
25.969655	4.43
26.065850	4.44
26.145902	4.51
26.241617	4.53
26.337607	4.49
26.417718	4.5
26.529450	4.55
26.609562	4.58
26.705759	4.58
26.801434	4.54
26.897464	4.91
26.993416	4.94
27.073266	3.75
27.169259	3.85
27.249314	3.8
27.329105	3.9
27.424985	4.06
27.505171	4.05
27.600929	4.21
27.681037	4.28
27.777028	4.29
27.872967	4.37
27.952872	4.43
28.048903	4.42
28.128886	4.45
28.224856	4.5
28.305037	4.5
28.400745	4.5
28.496736	4.5
28.592561	4.5
28.688557	4.51
28.784505	4.51
28.880796	4.53
28.976388	4.56
29.072351	4.59
29.168311	4.61
29.248323	4.64
29.343994	4.66
29.424340	4.71
29.519804	4.73
29.615956	4.65
29.711984	4.68
29.807739	4.74
29.887803	4.76
29.983880	4.78
30.063880	4.78
30.143760	4.81
30.207637	4.85
30.303500	4.86
30.399620	4.89
30.495524	4.89
30.591430	4.89
30.687349	4.9
30.767357	4.9
30.863236	4.9
30.975318	4.9
31.055497	4.9
31.151050	4.9
31.247223	4.9
31.327054	4.9
31.422996	4.9
31.534859	4.88
31.614862	4.88
31.710685	4.87
31.806588	4.87
31.902873	4.85
31.998852	4.84
32.094786	4.83
32.190774	4.81
32.286611	4.8
32.366640	4.8
32.478506	4.78
32.558563	4.77
32.654353	4.75
32.750158	4.74
32.846204	4.74
32.942087	4.72
33.038301	4.71
33.134152	4.71
33.214159	4.7
33.310117	4.7
33.406188	4.68
33.501948	4.68
33.598308	4.67
33.693773	4.67
33.789867	4.64
33.886794	4.64
33.985666	4.64
34.061334	4.64
34.157346	4.64
34.253721	4.63
34.349519	4.63
34.445418	4.63
34.541157	4.63
34.637331	4.63
34.733060	4.63
34.829366	4.62
34.925289	4.73
35.021266	4.73
35.117168	4.73
35.213171	4.73
35.293380	
