#TimeSinceProgStart(s)	Ranger 5000 Load Cell Amplifier
16.837495	16.92
16.932687	16.72
17.012776	16.63
17.108811	16.45
17.188873	16.42
17.284533	16.54
17.364376	16.26
17.460598	16.2
17.540519	16.46
17.636761	16.48
17.732889	16.35
17.828094	16.3
17.924232	16.27
18.004107	16.54
18.100424	16.46
18.195796	16.4
18.275858	16.23
18.356150	16.28
18.453165	16.37
18.531607	16.16
18.627793	16.13
18.723454	16.12
18.819503	16.04
18.915737	15.84
18.995690	15.83
19.091190	16.01
19.171066	15.94
19.251259	15.97
19.347128	15.81
19.443436	15.71
19.538824	15.66
19.618825	15.67
19.714924	15.63
19.796250	15.74
19.891219	15.8
19.970634	15.75
20.066971	15.58
20.146774	15.56
20.242682	15.63
20.338514	15.76
20.434789	15.99
20.514597	15.92
20.610298	15.86
20.691324	15.78
20.786321	15.86
20.866187	15.7
20.962000	7.85
21.057974	4.07
21.138048	5.84
21.233844	5.89
21.313787	5.91
21.410083	5.88
21.489759	5.91
21.585900	5.96
21.665670	5.99
21.761599	6.04
21.857549	6.07
21.953646	6.12
22.049368	6.17
22.129145	6.2
22.225196	6.24
22.320943	6.29
22.417089	6.31
22.512920	6.36
22.592978	6.38
22.689191	6.43
22.769022	6.46
22.864830	6.52
22.961231	6.57
23.056846	6.62
23.152379	6.66
23.232536	6.7
23.328423	6.75
23.409023	6.8
23.504408	6.85
23.600644	6.87
23.696883	6.92
23.776459	6.95
23.872173	6.99
23.967925	7.01
24.064347	7.06
24.159732	7.08
24.240531	7.1
24.336142	7.1
24.432065	7.12
24.527807	7.15
24.623843	7.17
24.720810	7.2
24.815437	7.22
24.911446	7.24
24.991539	7.27
25.087329	7.29
25.167253	7.31
25.263270	7.33
25.359091	7.35
25.455518	7.39
25.551184	7.41
25.646842	7.42
25.743065	7.44
25.839785	7.46
25.934803	7.49
26.030891	7.49
26.110548	7.49
26.190251	7.5
26.254458	7.55
26.350605	7.56
26.446424	7.58
26.542334	7.59
26.638314	7.61
26.734293	7.62
26.814078	7.64
26.926084	7.65
27.006311	7.67
27.102136	7.7
27.197747	7.7
27.277864	7.72
27.373678	7.73
27.469698	7.76
27.566173	7.76
27.661455	7.77
27.757657	7.79
27.853307	7.8
27.949198	7.82
28.045062	7.82
28.141263	7.83
28.221197	7.85
28.317172	7.86
28.413039	7.88
28.493099	7.88
28.590069	7.89
28.701570	7.91
28.780675	7.92
28.876702	7.94
28.972843	7.95
29.068293	7.95
29.164386	7.97
29.260528	7.97
29.356158	7.98
29.436273	7.98
29.532176	8
29.628187	8.01
29.724111	8.01
29.820004	8.02
29.916200	8.04
30.011793	8.04
30.091906	8.04
30.187844	8.05
30.283602	8.07
30.379890	8.07
30.475677	8.08
30.571580	8.08
30.667647	8.09
30.763385	8.11
30.859197	8.11
30.955378	8.12
31.051072	8.12
31.131114	8.14
31.227094	8.14
31.323009	8.15
31.418903	8.15
31.515082	8.17
31.594831	8.17
31.690773	8.18
31.802660	8.18
31.898433	8.18
31.994455	8.18
32.074443	8.21
32.170335	8.21
32.266214	8.21
32.362211	8.21
32.458267	8.21
32.554079	8.22
32.650235	8.22
32.746385	8.24
32.842010	8.24
32.921920	8.25
33.017851	8.25
33.113619	8.25
33.209607	8.25
33.305637	8.26
33.401589	8.26
33.497615	8.26
33.593516	8.28
33.689419	8.28
33.785234	8.29
33.881312	8.29
33.977206	8.29
34.073118	8.29
34.153202	8.3
34.249033	8.3
34.344995	8.32
34.441149	8.32
34.536801	8.32
34.617691	8.33
34.712720	8.33
34.808513	8.33
34.920490	8.33
35.016482	8.34
35.096297	8.34
35.192655	8.31
35.288172	8.31
35.384232	8.31
35.480273	8.31
35.576235	8.32
35.672596	8.32
35.767866	8.32
35.863980	8.32
35.960020	8.34
36.055889	8.34
36.136081	8.34
36.215895	8.34
36.296110	8.34
36.376551	8.34
36.471881	8.35
36.567841	8.35
36.664466	8.35
36.760631	8.35
36.856240	8.35
36.936174	8.35
37.032575	8.37
37.128395	8.37
37.225289	8.37
37.320199	8.38
37.400468	8.38
37.496706	8.38
37.592193	8.38
37.688781	8.38
37.783727	8.39
37.879043	8.39
37.975635	8.39
38.071592	8.39
38.167529	8.4
38.263196	8.4
38.359009	8.4
38.439640	8.41
38.535006	8.41
38.631171	8.41
38.727901	8.42
38.824028	8.42
38.920710	8.42
39.015794	8.44
39.111777	8.44
39.207594	8.45
39.303567	8.45
39.399799	8.45
39.478905	8.45
39.575210	8.45
39.671406	8.45
39.783966	8.46
39.879294	8.46
39.959830	8.46
40.055568	8.48
40.151246	8.48
40.247523	8.49
40.342896	8.49
40.423342	8.49
40.519207	8.49
40.615267	8.49
40.711353	8.49
40.807308	8.5
40.902867	8.5
40.999005	8.5
41.095293	8.5
41.191042	8.51
41.286492	8.51
41.382410	8.51
41.479165	8.51
41.573274	8.52
41.653592	8.52
41.750055	8.52
41.846602	8.54
41.942632	8.54
42.038615	8.54
42.134547	8.55
42.230279	8.55
42.325600	8.55
42.421528	8.55
42.517780	8.55
42.597811	8.55
42.694121	8.55
42.805002	8.56
42.901016	8.56
42.996888	8.58
43.078043	8.58
43.174300	8.59
43.269785	8.59
43.365711	8.59
43.461833	8.59
43.541770	8.59
43.637860	8.59
43.733796	8.6
43.829594	8.62
43.925869	8.62
44.022096	8.62
44.117677	8.62
44.213567	8.62
44.309255	8.62
44.404299	8.63
44.500403	8.65
44.580301	8.65
44.676291	8.65
44.772246	8.65
44.868121	8.66
44.963996	8.66
45.060074	8.66
45.155893	8.66
45.236118	8.66
45.332285	8.66
45.444051	8.67
45.539875	8.67
45.620018	8.67
45.716115	8.68
45.811845	8.68
45.908077	8.68
46.003960	8.69
46.099734	8.69
46.195569	8.71
46.291484	8.71
46.356707	8.71
46.439481	8.71
46.515835	8.71
46.612064	8.72
46.708548	8.72
46.804754	8.72
46.899514	8.72
46.995568	8.72
47.091552	8.73
47.187067	8.73
47.283185	8.73
47.363542	8.75
47.459419	8.75
47.554998	8.76
47.650952	8.76
47.747737	8.76
47.843510	8.76
47.939635	8.76
48.036207	8.76
48.131881	8.77
48.228210	8.77
48.323589	8.77
48.402792	8.79
48.498665	8.79
48.595820	8.79
48.691548	8.8
48.787713	8.8
48.883720	8.8
48.979393	8.8
49.075323	8.81
49.171605	8.81
49.267305	8.81
49.347329	8.81
49.443370	8.82
49.539360	8.82
49.635612	8.84
49.731438	8.84
49.827198	8.84
49.923301	8.85
50.018866	8.85
50.114929	8.85
50.195345	8.85
50.290876	8.85
50.387237	8.85
50.482028	8.86
50.578684	8.86
50.674598	8.86
50.770544	8.88
50.866210	8.88
50.962636	8.89
51.058809	8.89
51.137949	8.89
51.234542	8.89
51.330537	8.89
51.426868	8.9
51.522553	8.9
51.618353	8.92
51.714471	8.92
51.809247	8.92
51.905205	8.93
51.985194	8.93
52.081072	8.93
52.177078	8.93
52.273521	8.93
52.369421	8.93
52.467346	8.94
52.562129	8.94
52.658177	8.94
52.754167	8.94
52.849750	8.95
52.945712	8.95
53.041995	8.95
53.137720	8.97
53.217663	8.97
53.313645	8.98
53.409731	8.98
53.505812	8.98
53.601643	8.98
53.697426	8.98
53.794319	8.99
53.889946	8.99
53.984374	9.01
54.080093	9.01
54.160196	9.01
54.257190	9.01
54.352573	9.01
54.448846	9.02
54.544655	9.02
54.641441	9.02
54.737135	9.04
54.832927	9.04
54.912649	9.04
55.008412	9.04
55.105169	9.05
55.201389	9.05
55.298024	9.05
55.392241	9.05
55.487568	9.05
55.584414	9.05
55.679545	9.06
55.775546	9.06
55.871478	9.08
55.967377	9.08
56.063359	9.08
56.143356	9.08
56.239412	9.08
56.335503	9.09
56.431458	9.09
56.495278	9.09
56.575787	9.09
56.672261	9.11
56.768375	9.11
56.863593	9.11
56.959137	9.11
57.055336	9.12
57.150965	9.12
57.247101	9.12
57.342826	9.12
57.423133	9.12
57.520135	9.12
57.616152	9.14
57.712147	9.15
57.807442	9.15
57.903177	9.15
57.983322	9.15
58.079502	9.15
58.175096	9.16
58.271154	9.16
58.366901	9.16
58.463084	9.16
58.558959	9.16
58.654872	9.16
58.750751	9.19
58.846725	9.19
58.927628	9.19
59.023359	9.19
59.119351	9.19
59.214195	9.19
59.310121	9.2
59.406197	9.2
59.486345	9.2
59.582035	9.2
59.678034	9.2
59.773999	9.21
59.869902	9.21
59.965854	9.23
60.062537	9.23
60.158005	9.23
60.254217	9.24
60.349589	9.24
60.429994	9.24
60.525548	9.24
60.621861	9.24
60.717926	9.24
60.813531	9.24
60.909482	9.24
61.005622	9.25
61.101510	9.25
61.181360	9.25
61.277288	9.25
61.373248	9.26
61.469224	9.26
61.565303	9.26
61.661114	9.29
61.756992	9.29
61.836915	9.29
61.933009	9.29
62.029029	9.29
62.124750	9.29
62.220930	9.29
62.316778	9.3
62.413004	9.3
62.509663	9.3
62.604767	9.3
62.700573	9.31
62.796584	9.31
62.892438	9.31
62.988662	9.31
63.084991	9.33
63.164629	9.34
63.260367	9.34
63.356457	9.34
63.456980	9.34
63.548160	9.35
63.644338	9.35
63.724345	9.35
63.820098	9.35
63.932123	9.35
64.028171	9.38
64.123875	9.38
64.204227	9.38
64.300018	9.38
64.395966	9.38
64.492042	9.38
64.587981	9.38
64.684368	9.38
64.779700	9.38
64.875630	9.39
64.971646	9.39
65.052050	9.39
65.148141	9.41
65.243305	9.41
65.339339	9.41
65.435265	9.42
65.531788	9.42
65.627710	9.42
65.724500	9.42
65.820189	9.42
65.915882	9.42
66.011899	9.43
66.108232	9.43
66.203388	9.45
66.284704	9.45
66.379899	9.45
66.475171	9.45
66.571171	9.45
66.651320	9.45
66.715552	9.45
66.811438	9.46
66.907876	9.46
67.003558	9.46
67.099527	9.46
67.195327	9.46
67.291617	9.46
67.387707	9.47
67.483059	9.47
67.579302	9.47
67.659857	9.48
67.755810	9.48
67.867194	9.48
67.947923	9.49
68.059216	9.49
68.155336	9.51
68.251220	9.51
68.347028	9.51
68.444418	9.51
68.539183	9.51
68.635073	9.51
68.730978	9.52
68.827213	9.52
68.922864	9.52
69.034632	9.52
69.130880	9.52
69.226913	9.53
69.323049	9.53
69.419088	9.53
69.514726	9.54
69.610686	9.56
69.706555	9.56
69.802784	9.56
69.898761	9.56
69.994616	9.56
70.090610	9.56
70.186319	9.57
70.266303	9.57
70.362383	9.57
70.459121	9.57
70.554237	9.57
70.650387	9.57
70.746116	9.58
70.826675	9.58
70.922281	9.58
71.033955	9.59
71.129791	9.54
71.209863	9.54
71.305827	9.54
71.401860	9.55
71.497879	9.55
71.578246	9.57
71.673780	9.57
71.769765	9.57
71.865700	9.57
71.961710	9.57
72.057451	9.57
72.153740	9.58
72.250007	9.58
72.345400	9.58
72.425479	9.58
72.520818	9.58
72.617465	9.59
72.713154	9.59
72.809117	9.59
72.905290	9.59
73.001006	9.6
73.097191	9.6
73.192953	9.6
73.288819	9.6
73.369004	9.6
73.465080	9.61
73.561226	9.61
73.657471	9.61
73.752821	9.62
73.848837	9.62
73.944714	9.62
74.040395	9.62
74.136894	9.63
74.232887	9.63
74.328784	9.63
74.408311	9.63
74.504513	9.64
74.599828	9.64
74.695630	9.64
74.792511	9.64
74.888611	9.65
74.984355	9.65
75.064974	9.65
75.176054	9.65
75.271909	9.66
75.368244	9.66
75.448237	9.66
75.544233	9.67
75.640100	9.67
75.735837	9.67
75.832248	9.67
75.928239	9.68
76.023792	9.68
76.120032	9.68
76.215727	9.68
76.311871	9.69
76.392495	nan
77.396132	9.71
77.495550	9.71
77.591413	9.72
77.687133	9.72
77.783200	9.72
77.879545	9.72
77.975190	9.73
78.070982	9.73
78.167095	9.73
78.262969	9.73
78.362126	9.74
78.455580	9.74
78.550065	9.74
78.646636	9.75
78.742916	9.75
78.839049	9.75
78.934693	9.75
79.030830	9.76
79.126406	9.76
79.206026	9.76
79.302571	9.76
79.398288	9.77
79.494862	9.77
79.590474	9.77
79.686206	9.77
79.782436	9.77
79.877283	9.77
79.973306	9.78
80.070166	9.78
80.166335	9.78
80.262630	9.78
80.357992	9.78
80.454861	9.78
80.549861	9.79
80.645775	9.79
80.741930	9.79
80.838124	9.79
80.933842	9.8
81.030004	9.8
81.125543	9.8
81.221907	9.8
81.317747	9.8
81.413546	9.81
81.509740	9.81
81.605701	9.81
81.701940	9.82
81.797696	9.82
81.893419	9.82
81.989336	9.82
82.101482	9.82
82.197338	9.83
82.293620	9.83
82.389112	9.83
82.484993	9.83
82.581126	9.83
82.677027	9.84
82.772897	9.84
82.868921	9.84
82.964680	9.84
83.060845	9.85
83.157416	9.85
83.252781	9.85
83.333027	9.86
83.428814	9.88
83.508892	9.88
83.605133	9.88
83.700869	9.88
83.796913	9.88
83.892632	9.88
83.988549	9.88
84.084297	9.88
84.180381	9.88
84.276217	9.89
84.372237	9.89
84.453522	9.89
84.548868	9.89
84.644521	9.89
84.740124	9.9
84.836285	9.9
84.932385	9.9
85.028008	9.9
85.123646	9.91
85.219928	9.91
85.315906	9.91
85.411883	9.91
85.492223	9.91
85.587931	9.91
85.683641	9.92
85.779836	9.92
85.875932	9.92
85.972361	9.93
86.067605	9.93
86.163451	9.93
86.258903	9.93
86.355423	9.94
86.436429	9.94
86.531668	9.94
86.627278	9.94
86.723274	9.94
86.819102	9.95
86.915285	9.95
86.995364	9.95
87.075210	9.95
87.155299	9.95
87.235399	9.95
87.331517	9.96
87.427459	9.96
87.522949	9.96
87.619035	9.97
87.714993	9.97
87.810981	9.97
87.906749	9.97
88.002848	9.97
88.097667	9.98
88.193663	9.98
88.289551	9.98
88.385423	9.98
88.481360	9.98
88.578291	9.98
88.674266	9.98
88.754234	9.99
88.850764	9.99
88.946035	9.99
89.042439	9.99
89.138404	10
89.234350	10
89.330267	10
89.426081	10
89.522199	10.01
89.618006	10.01
89.713917	10.01
89.794018	10.01
89.889902	10.01
90.001730	10.01
90.097906	10.02
90.194205	10.02
90.274017	10.02
90.369706	10.02
90.466567	10.02
90.561773	10.03
90.657699	10.03
90.753571	10.03
90.849443	10.03
90.945266	10.04
91.041178	10.04
91.137126	10.04
91.233353	10.04
91.328985	10.05
91.409504	10.05
91.505949	10.05
91.601891	10.05
91.697244	10.05
91.793183	10.06
91.889476	10.06
91.985106	10.06
92.081096	10.06
92.176886	10.06
92.272869	10.06
92.368932	10.06
92.464310	10.07
92.560303	10.07
92.656384	10.07
92.752181	10.07
92.832725	nan
93.835815	10.09
93.936882	10.1
94.032537	10.1
94.128044	10.1
94.224339	10.1
94.320087	10.1
94.416324	10.1
94.511804	10.11
94.608590	10.11
94.703915	10.11
94.815835	10.11
94.911638	10.11
95.007524	10.11
95.103656	10.11
95.199796	10.11
95.295939	10.11
95.392101	10.12
95.487783	10.12
95.583923	10.12
95.679593	10.12
95.775582	10.12
95.871459	10.12
95.967520	10.13
96.063498	10.13
96.159514	10.13
96.255637	10.13
96.350770	10.13
96.447622	10.14
96.542901	10.14
96.623037	10.14
96.719410	10.14
96.815570	10.14
96.911238	10.14
97.007020	10.14
97.103437	10.14
97.167732	10.14
97.246976	10.14
97.342146	10.14
97.438035	10.15
97.517968	10.15
97.613833	10.15
97.709507	10.15
97.805428	10.15
97.902140	10.16
97.998045	10.16
98.093916	10.16
98.174116	10.16
98.286109	10.16
98.382197	10.16
98.477552	10.17
98.557826	10.17
98.653916	10.17
98.749807	10.17
98.845680	10.17
98.941628	10.17
99.038291	10.18
99.134242	10.18
99.230309	10.18
99.325736	10.18
99.421570	10.18
99.502163	10.18
99.598384	10.18
99.693599	10.19
99.773817	10.19
99.885443	10.19
99.981493	10.19
100.077525	10.19
100.173348	10.19
100.269132	10.19
100.365199	10.19
100.461608	10.19
100.541723	10.19
100.637801	10.19
100.733785	10.2
100.828758	10.2
100.925425	10.2
101.022048	10.2
101.117185	10.2
101.213192	10.2
101.309077	10.2
101.404281	10.2
101.499915	10.21
101.595840	10.21
101.675850	10.21
101.771765	10.21
101.868526	10.21
101.964732	10.21
102.059608	10.21
102.156588	10.22
102.252810	10.22
102.352161	10.22
102.444991	10.22
102.540655	10.22
102.636854	10.22
102.732619	10.22
102.827230	10.23
102.923225	10.23
103.004316	10.23
103.100556	10.23
103.196519	10.23
103.292624	10.23
103.387124	10.23
103.484221	10.23
103.580249	10.23
103.676208	10.24
103.772389	10.24
103.867249	10.24
103.964117	10.24
104.059974	10.24
104.155926	10.24
104.252509	10.24
104.347450	10.25
104.443219	10.25
104.539863	10.25
104.635872	10.25
104.715769	10.25
104.812237	10.25
104.907051	10.25
105.002484	10.25
105.099214	10.25
105.195313	10.25
105.291573	10.25
105.371408	10.25
105.466623	10.25
105.578609	10.25
105.658609	10.25
105.754666	10.26
105.851903	10.26
105.946638	10.26
106.026498	10.26
106.089968	10.26
106.185884	10.26
106.283246	10.26
106.378433	10.26
106.459407	10.26
106.555305	10.26
106.651517	10.27
106.746915	10.27
106.842154	10.27
106.938201	10.27
107.033727	10.27
107.129480	10.27
107.226610	10.27
107.322363	10.28
107.418535	10.28
107.498732	10.28
107.594530	10.28
107.690570	10.29
107.802217	10.29
107.882495	10.29
107.978483	10.29
108.074820	10.29
108.170453	10.29
108.281951	10.3
108.362324	10.3
108.459097	10.3
108.554081	10.3
108.650123	10.3
108.745917	10.3
108.841620	10.31
108.921997	10.31
109.017851	10.31
109.114118	10.31
109.210064	10.31
109.321482	10.32
109.401965	10.32
109.498418	10.32
109.593423	10.32
109.689753	10.32
109.785380	9.46
109.881498	8.81
109.961824	8.71
110.057544	9.01
110.137604	8.95
110.217464	8.94
110.313624	8.87
110.409184	8.55
110.504938	8.78
110.585234	8.73
110.681187	8.97
110.761462	9.04
110.857867	8.75
110.937206	8.79
111.017064	8.65
111.113297	8.65
111.209092	8.75
111.304870	8.97
111.384963	8.32
111.480130	8.36
111.560811	8.68
111.656731	8.98
111.736817	8.53
111.816815	8.43
111.912731	9.37
111.992665	9.71
112.088783	8.97
112.184880	8.73
112.280529	8.89
112.360466	9.12
112.441094	9.44
112.536073	9.3
112.616340	9.26
112.712116	8.63
112.792261	8.69
112.888182	8.72
112.984111	8.72
113.079772	8.72
113.175925	8.72
113.272027	8.73
113.367932	8.73
113.464093	8.73
113.544609	8.73
113.640143	8.73
113.736001	8.74
113.831802	8.74
113.927857	8.74
114.023636	8.8
114.119833	9.18
114.199747	8.9
114.295563	8.93
114.391258	8.62
114.471790	8.66
114.567335	8.7
114.647828	8.49
114.743343	8.37
114.823552	8.43
114.919977	8.58
115.015409	8.55
115.111022	8.62
115.191305	8.78
115.287239	8.58
115.383182	8.2
115.463155	7.57
115.543248	5.59
115.638091	3.61
115.718268	2.46
115.815313	0.9
115.894940	0.54
115.990901	0.54
116.086795	0.55
116.182439	0.55
116.279299	0.55
116.374651	0.55
116.439324	0.55
116.518287	0.54
116.597416	0.54
116.693924	0.54
116.789975	0.54
116.885864	0.55
116.981853	0.55
117.061918	0.55
117.158163	0.55
117.222356	0.55
117.302486	0.55
117.398254	0.55
117.478565	0.55
117.575001	0.55
117.670279	0.55
117.766275	0.55
117.862371	0.55
117.942206	0.55
118.038465	0.55
118.149672	0.55
118.245908	0.55
118.325941	0.55
118.405701	0.55
118.485877	0.55
118.565797	0.55
118.646236	0.55
118.741824	0.55
118.838178	0.55
118.934331	0.55
119.029781	0.55
119.125919	0.55
119.221784	0.55
119.317455	0.55
119.413249	0.55
119.509478	0.55
119.574524	0.55
119.652673	0.55
119.732302	0.55
119.828190	0.55
119.925045	0.55
120.021224	0.55
120.116813	0.55
120.212287	0.55
120.308699	0.55
120.389758	0.55
120.484829	0.55
120.579865	0.55
120.675902	0.55
120.739986	0.55
120.819847	0.55
120.899754	0.55
120.996412	0.55
121.092930	0.55
121.189529	0.55
121.284582	0.55
121.380370	0.55
121.476319	0.55
121.555495	0.55
121.652821	0.55
121.748279	0.55
121.843945	0.55
121.923922	0.55
121.988254	0.55
122.068126	0.55
122.164120	0.55
122.260034	0.55
122.357273	0.55
122.452936	0.55
122.548101	0.55
122.644135	0.55
122.739874	0.55
122.835965	
