#TimeSinceProgStart(s)	Ranger 5000 Load Cell Amplifier
20.678089	5.38
20.773800	5.43
20.870514	5.56
20.949549	5.65
21.045507	5.73
21.125550	5.82
21.221482	5.87
21.317632	6
21.397351	6.19
21.493510	6.24
21.589320	6.2
21.685041	6.21
21.765126	6.24
21.861665	6.35
21.940819	6.51
22.036971	6.56
22.116784	6.67
22.212872	6.84
22.308692	6.98
22.389173	7.13
22.484422	7.21
22.581732	7.43
22.660987	8.54
22.741754	10.2
22.836225	8.47
22.916386	8.17
22.996334	8.19
23.093365	8.64
23.171973	9.11
23.268412	9.78
23.348032	12.04
23.444099	13.04
23.524150	13.31
23.620220	13.35
23.715713	13.52
23.795738	13.58
23.877154	13.67
23.971406	13.76
24.051493	14.31
24.147288	13.88
24.227306	14.33
24.323575	13.93
24.419255	14.57
24.500575	14.73
24.595168	14.62
24.674958	14.54
24.771008	14.62
24.851017	14.69
24.947048	7.26
25.042781	2.49
25.122855	2.25
25.218844	2.25
25.298794	2.25
25.378764	2.3
25.458427	2.27
25.522497	2.19
25.618590	2.18
25.714258	2.16
25.810024	2.13
25.890429	2.08
25.986115	2.06
26.066202	2.03
26.162087	1.99
26.257882	1.97
26.353745	1.93
26.436833	1.9
26.530529	2.33
26.625522	3.29
26.721620	2.38
26.801963	2.24
26.881941	2.13
26.977914	2.34
27.057519	2.32
27.137334	2.24
27.237870	2.31
27.329075	2.34
27.409981	2.26
27.505294	2.31
27.601162	2.35
27.680913	2.31
27.760837	2.33
27.856797	2.36
27.936832	2.36
28.032876	2.39
28.129091	2.39
28.225104	2.39
28.321680	2.41
28.400890	2.31
28.496308	2.31
28.592827	2.31
28.688483	2.34
28.784297	2.34
28.864765	2.36
28.960318	2.37
29.056453	2.37
29.151918	2.4
29.247838	2.4
29.343785	2.4
29.423739	2.42
29.519667	2.43
29.615730	2.43
29.711623	2.46
29.807279	2.46
29.903266	2.46
29.983320	2.47
30.079427	2.49
30.159317	2.5
30.255527	2.5
30.351159	2.52
30.447049	2.53
30.543419	2.53
30.638863	2.54
30.734858	2.56
30.830732	2.56
30.926685	2.57
31.022763	2.57
31.102770	2.58
31.198665	2.58
31.294306	2.6
31.390311	2.61
31.486143	2.61
31.582580	2.61
31.678133	2.61
31.758147	2.62
31.854180	2.62
31.950248	2.64
32.046035	2.64
32.141919	2.65
32.237802	2.65
32.333771	2.65
32.429677	2.68
32.525831	2.68
32.621483	2.68
32.717258	2.68
32.797240	2.68
32.893244	2.68
32.989192	2.68
33.085183	2.69
33.181340	2.71
33.260938	2.71
33.357054	2.71
33.453062	2.71
33.564737	2.71
33.660419	2.72
33.740653	2.72
33.836767	2.74
33.932581	2.74
34.028453	2.74
34.124389	2.74
34.220185	2.74
34.300293	nan
35.302855	2.78
35.371340	2.78
35.483217	2.78
35.547190	2.78
35.627501	2.78
35.707611	2.78
35.803078	2.79
35.899236	2.79
35.995084	2.79
36.091133	2.79
36.187336	2.8
36.283099	2.8
36.379065	2.8
36.475070	2.72
36.570797	2.73
36.666888	2.73
36.762778	2.73
36.858759	2.72
36.954668	2.72
37.066424	2.72
37.162848	2.72
37.242294	2.72
37.338212	2.72
37.450207	2.72
37.546118	2.71
37.642629	2.71
37.706146	2.71
37.786075	2.71
37.865777	2.69
37.961966	2.69
38.057980	2.68
38.154203	2.68
38.249614	2.68
38.345449	2.68
38.441346	2.68
38.537545	2.67
38.633207	2.65
38.728960	2.65
38.809064	2.65
38.905069	2.65
39.001297	2.65
39.096989	2.64
39.192868	2.62
39.289147	2.62
39.384664	2.62
39.480623	2.62
39.576590	2.62
39.672572	2.6
39.768434	2.59
39.848598	2.59
39.944473	2.59
40.040331	2.59
40.136379	2.59
40.232255	2.59
40.328327	2.59
40.424328	2.59
40.503958	2.58
40.599881	2.58
40.711936	2.58
40.807759	2.58
40.887893	2.55
40.983792	2.55
41.079783	2.55
41.175506	2.55
41.272009	2.55
41.367403	2.55
41.463453	2.54
41.543428	2.54
41.655114	2.54
41.751196	2.52
41.831249	2.52
41.927035	2.52
42.007115	2.52
42.102953	2.52
42.198931	2.51
42.294705	2.51
42.390530	2.51
42.486719	2.51
42.582812	2.51
42.678765	2.51
42.774374	2.49
42.870229	2.49
42.950224	2.49
43.046242	2.48
43.142276	2.48
43.238200	2.48
43.318215	2.48
43.429903	2.48
43.509763	2.48
43.605868	2.48
43.701975	2.47
43.797755	2.47
43.893688	2.47
43.989827	2.47
44.085532	2.46
44.165502	2.46
44.261630	2.46
44.373420	2.46
44.469408	2.45
44.565523	2.45
44.645618	2.45
44.741403	2.45
44.837318	2.45
44.933162	2.45
45.029197	2.44
45.109100	2.44
45.205127	2.44
45.301167	2.44
45.396990	2.43
45.493101	2.43
45.588965	2.43
45.684973	2.43
45.780874	2.43
45.876882	2.42
45.972980	2.42
46.068956	2.42
46.164769	2.42
46.244724	2.42
46.340721	2.42
46.436610	2.41
46.532574	2.41
46.628659	2.41
46.724694	2.41
46.821309	2.41
46.917373	2.41
47.013275	2.4
47.108400	2.4
47.188541	2.4
47.284588	2.4
47.380595	2.4
47.476666	2.4
47.572392	2.4
47.668436	2.39
47.764350	2.39
47.844253	2.39
47.924172	2.39
47.988221	2.39
48.084235	2.39
48.180076	2.39
48.276067	2.39
48.372163	2.39
48.468016	2.39
48.548109	2.39
48.644005	2.39
48.739917	2.38
48.836034	2.38
48.932234	2.38
49.028301	2.38
49.124046	2.38
49.220041	2.38
49.315517	2.38
49.411595	2.38
49.491637	2.38
49.587569	2.38
49.683491	2.37
49.779546	2.37
49.875325	2.37
49.971351	2.37
50.067288	2.37
50.147364	2.37
50.243455	2.37
50.339172	2.36
50.435142	2.36
50.531031	2.36
50.627054	2.36
50.723007	2.36
50.818965	2.36
50.915010	2.36
51.010867	2.36
51.090868	2.36
51.186757	2.36
51.282872	2.36
51.378765	2.36
51.474718	2.36
51.570682	2.36
51.666840	2.36
51.746633	2.36
51.844456	2.35
51.940205	2.35
52.035697	2.35
52.131035	2.35
52.210887	2.35
52.290874	2.35
52.355045	2.35
52.450989	2.35
52.562749	2.35
52.659007	2.34
52.754730	2.34
52.850308	2.34
52.946326	2.34
53.042426	2.34
53.139290	2.34
53.235033	2.33
53.331126	2.33
53.427239	2.33
53.523107	2.33
53.618237	2.33
53.730237	2.33
53.809853	2.33
53.905876	2.33
54.001851	2.33
54.097762	2.33
54.193806	2.33
54.289683	2.33
54.401673	2.32
54.481773	2.32
54.577572	2.32
54.674284	2.32
54.770496	2.32
54.850633	2.32
54.946486	2.31
55.042475	2.31
55.138637	2.31
55.233907	2.31
55.313109	2.31
55.409228	2.43
55.506883	2.31
55.601044	2.31
55.696835	2.31
55.793069	2.31
55.873143	2.43
55.968957	2.43
56.064943	2.43
56.160883	2.43
56.256962	2.31
56.352916	2.43
56.448874	2.43
56.528954	2.43
56.640720	2.43
56.736730	2.43
56.800784	2.43
56.880668	2.43
56.960623	2.43
57.056437	2.43
57.136574	2.43
57.232740	2.43
57.328445	2.43
57.424392	2.42
57.521880	2.42
57.616603	2.42
57.712637	
